id,source_type,num_disambiguations,labels,changed_view_num_pairs,changed_view_cosine_mean,changed_view_cosine_min,changed_view_cosine_max,changed_view_jaccard_mean,changed_view_same_label_cosine_mean,changed_view_cross_label_cosine_mean,changed_view_same_label_jaccard_mean,changed_view_cross_label_jaccard_mean,changed_view_mean_disambig_to_ambiguous_cosine,changed_view_mean_disambig_to_ambiguous_jaccard,changed_view_min_disambig_to_ambiguous_cosine,changed_view_max_disambig_to_ambiguous_cosine,changed_view_mean_disambig_to_distractor_cosine,changed_view_mean_disambig_to_distractor_jaccard,changed_view_min_disambig_to_distractor_cosine,changed_view_max_disambig_to_distractor_cosine,full_pair_view_num_pairs,full_pair_view_cosine_mean,full_pair_view_cosine_min,full_pair_view_cosine_max,full_pair_view_jaccard_mean,full_pair_view_same_label_cosine_mean,full_pair_view_cross_label_cosine_mean,full_pair_view_same_label_jaccard_mean,full_pair_view_cross_label_jaccard_mean,full_pair_view_mean_disambig_to_ambiguous_cosine,full_pair_view_mean_disambig_to_ambiguous_jaccard,full_pair_view_min_disambig_to_ambiguous_cosine,full_pair_view_max_disambig_to_ambiguous_cosine,full_pair_view_mean_disambig_to_distractor_cosine,full_pair_view_mean_disambig_to_distractor_jaccard,full_pair_view_min_disambig_to_distractor_cosine,full_pair_view_max_disambig_to_distractor_cosine
16733,hypothesis,2,entailment | contradiction,1,0.019252240657806396,0.019252240657806396,0.019252240657806396,0.33333333333333337,,0.019252240657806396,,0.33333333333333337,0.010182023048400879,0.16666666666666669,0.001882314682006836,0.018481731414794922,0.1267002522945404,0.2625,0.11421185731887817,0.13918864727020264,1,0.010973334312438965,0.010973334312438965,0.010973334312438965,0.25,,0.010973334312438965,,0.25,0.006177365779876709,0.125,0.0008647441864013672,0.01148998737335205,0.06117084622383118,0.19930069930069932,0.053663671016693115,0.06867802143096924
17416,premise,2,contradiction | neutral,1,0.008179068565368652,0.008179068565368652,0.008179068565368652,0.19999999999999996,,0.008179068565368652,,0.19999999999999996,0.02656450867652893,0.2582417582417582,0.024111926555633545,0.029017090797424316,0.353228896856308,0.37857142857142856,0.3480314612388611,0.3584263324737549,1,0.00344085693359375,0.00344085693359375,0.00344085693359375,0.1875,,0.00344085693359375,,0.1875,0.014075994491577148,0.17142857142857143,0.012369394302368164,0.015782594680786133,0.1606428027153015,0.22499999999999998,0.15994489192962646,0.16134071350097656
54530,hypothesis,2,entailment | contradiction,1,0.036766886711120605,0.036766886711120605,0.036766886711120605,0.4,,0.036766886711120605,,0.4,0.02318987250328064,0.25,0.014683544635772705,0.031696200370788574,0.2498747706413269,0.4444444444444444,0.24771630764007568,0.2520332336425781,1,0.021393239498138428,0.021393239498138428,0.021393239498138428,0.2727272727272727,,0.021393239498138428,,0.2727272727272727,0.012085199356079102,0.15555555555555556,0.010736644268035889,0.013433754444122314,0.08716839551925659,0.23636363636363633,0.08221817016601562,0.09211862087249756
45595,hypothesis,2,contradiction | entailment,1,0.040888428688049316,0.040888428688049316,0.040888428688049316,0.33333333333333337,,0.040888428688049316,,0.33333333333333337,0.023953497409820557,0.19999999999999996,0.0236663818359375,0.024240612983703613,0.5135181546211243,0.5,0.5111943483352661,0.5158419609069824,1,0.03235805034637451,0.03235805034637451,0.03235805034637451,0.25,,0.03235805034637451,,0.25,0.018525302410125732,0.1428571428571429,0.015407145023345947,0.021643459796905518,0.17787131667137146,0.25,0.17507946491241455,0.18066316843032837
69709,premise,2,entailment | neutral,1,0.013852417469024658,0.013852417469024658,0.013852417469024658,0.0,,0.013852417469024658,,0.0,0.016151726245880127,0.09999999999999998,0.015301823616027832,0.017001628875732422,0.2546521723270416,0.2727272727272727,0.24570000171661377,0.2636043429374695,1,0.007266879081726074,0.007266879081726074,0.007266879081726074,0.0,,0.007266879081726074,,0.0,0.007357805967330933,0.09090909090909094,0.0056095123291015625,0.009106099605560303,0.16716235876083374,0.25,0.16015398502349854,0.17417073249816895
17497,premise,2,neutral | contradiction,1,0.025925934314727783,0.025925934314727783,0.025925934314727783,0.15384615384615385,,0.025925934314727783,,0.15384615384615385,0.010037720203399658,0.15384615384615385,0.0025997161865234375,0.01747572422027588,0.03454086184501648,0.2142857142857143,0.025269031524658203,0.043812692165374756,1,0.009766161441802979,0.009766161441802979,0.009766161441802979,0.1333333333333333,,0.009766161441802979,,0.1333333333333333,0.004096299409866333,0.1333333333333333,0.0012139678001403809,0.006978631019592285,0.02409183979034424,0.1875,0.020405948162078857,0.02777773141860962
22376,premise,2,contradiction | neutral,1,0.023505747318267822,0.023505747318267822,0.023505747318267822,0.3846153846153846,,0.023505747318267822,,0.3846153846153846,0.015128761529922485,0.30303030303030304,0.011019587516784668,0.019237935543060303,0.4852352738380432,0.4391025641025641,0.4829363226890564,0.48753422498703003,1,0.015023291110992432,0.015023291110992432,0.015023291110992432,0.33333333333333337,,0.015023291110992432,,0.33333333333333337,0.008041948080062866,0.2582417582417582,0.0055969953536987305,0.010486900806427002,0.2818458080291748,0.30952380952380953,0.2817305326461792,0.2819610834121704
56909,premise,2,entailment | neutral,1,0.0059092044830322266,0.0059092044830322266,0.0059092044830322266,0.18181818181818177,,0.0059092044830322266,,0.18181818181818177,0.004622668027877808,0.18181818181818177,0.0027133822441101074,0.006531953811645508,0.44226759672164917,0.33333333333333337,0.44067925214767456,0.4438559412956238,1,0.004642069339752197,0.004642069339752197,0.004642069339752197,0.16666666666666663,,0.004642069339752197,,0.16666666666666663,0.0027234256267547607,0.16666666666666663,0.0012572407722473145,0.004189610481262207,0.27295124530792236,0.23076923076923073,0.2701665163040161,0.2757359743118286
108_c,premise,2,neutral | entailment,1,0.10067009925842285,0.10067009925842285,0.10067009925842285,0.5384615384615384,,0.10067009925842285,,0.5384615384615384,0.05678167939186096,0.2692307692307692,0.022345781326293945,0.09121757745742798,0.11231666803359985,0.4325396825396825,0.07884478569030762,0.1457885503768921,1,0.04745674133300781,0.04745674133300781,0.04745674133300781,0.33333333333333337,,0.04745674133300781,,0.33333333333333337,0.025509923696517944,0.16666666666666669,0.011124074459075928,0.03989577293395996,0.05699542164802551,0.2956730769230769,0.040869176387786865,0.07312166690826416
103802,premise,2,contradiction | neutral,1,0.12021052837371826,0.12021052837371826,0.12021052837371826,0.25,,0.12021052837371826,,0.25,0.06398218870162964,0.1333333333333333,0.030132532119750977,0.0978318452835083,0.240830659866333,0.2902097902097902,0.2218799591064453,0.2597813606262207,1,0.035674095153808594,0.035674095153808594,0.035674095153808594,0.23076923076923073,,0.035674095153808594,,0.23076923076923073,0.02422061562538147,0.1223776223776224,0.014116168022155762,0.03432506322860718,0.17120948433876038,0.26785714285714285,0.1599554419517517,0.18246352672576904
53095,premise,2,entailment | neutral,1,0.04382467269897461,0.04382467269897461,0.04382467269897461,0.46153846153846156,,0.04382467269897461,,0.46153846153846156,0.03521418571472168,0.26136363636363635,0.02531719207763672,0.04511117935180664,0.2470724880695343,0.4006410256410256,0.2399449348449707,0.2542000412940979,1,0.020855188369750977,0.020855188369750977,0.020855188369750977,0.2666666666666667,,0.020855188369750977,,0.2666666666666667,0.016028285026550293,0.14358974358974358,0.00989842414855957,0.022158145904541016,0.115969717502594,0.20089285714285715,0.11590695381164551,0.11603248119354248
37_c,premise,2,entailment | neutral,1,0.03338843584060669,0.03338843584060669,0.03338843584060669,0.3571428571428571,,0.03338843584060669,,0.3571428571428571,0.019789040088653564,0.21590909090909088,0.007060408592224121,0.03251767158508301,0.12054303288459778,0.358974358974359,0.10905283689498901,0.13203322887420654,1,0.02587890625,0.02587890625,0.02587890625,0.2941176470588235,,0.02587890625,,0.2941176470588235,0.01537439227104187,0.17142857142857143,0.0054931640625,0.02525562047958374,0.08391278982162476,0.22499999999999998,0.07315504550933838,0.09467053413391113
139_c,premise,2,entailment | neutral,1,0.0672336220741272,0.0672336220741272,0.0672336220741272,0.4285714285714286,,0.0672336220741272,,0.4285714285714286,0.03581112623214722,0.25384615384615383,0.015597939491271973,0.05602431297302246,0.053421974182128906,0.3149350649350649,0.03839981555938721,0.0684441328048706,1,0.03638875484466553,0.03638875484466553,0.03638875484466553,0.23529411764705888,,0.03638875484466553,,0.23529411764705888,0.01964038610458374,0.12916666666666665,0.009313344955444336,0.029967427253723145,0.03264746069908142,0.18198529411764708,0.022458255290985107,0.042836666107177734
83923,premise,2,neutral | contradiction,1,0.019706904888153076,0.019706904888153076,0.019706904888153076,0.36363636363636365,,0.019706904888153076,,0.36363636363636365,0.010491490364074707,0.19999999999999996,0.009997963905334473,0.010985016822814941,0.2796384394168854,0.36363636363636365,0.279154896736145,0.28012198209762573,1,0.016360104084014893,0.016360104084014893,0.016360104084014893,0.33333333333333337,,0.016360104084014893,,0.33333333333333337,0.010044276714324951,0.18181818181818177,0.008418679237365723,0.01166987419128418,0.19835901260375977,0.25,0.19684946537017822,0.1998685598373413
75877,hypothesis,2,entailment | neutral,1,0.02304530143737793,0.02304530143737793,0.02304530143737793,0.19999999999999996,,0.02304530143737793,,0.19999999999999996,0.014888972043991089,0.11111111111111116,0.0137251615524292,0.01605278253555298,0.10204637050628662,0.30000000000000004,0.0982658863067627,0.10582685470581055,1,0.009540736675262451,0.009540736675262451,0.009540736675262451,0.09999999999999998,,0.009540736675262451,,0.09999999999999998,0.006027281284332275,0.052631578947368474,0.005526185035705566,0.006528377532958984,0.03534725308418274,0.15000000000000002,0.03315097093582153,0.037543535232543945
6566,premise,2,entailment | neutral,1,0.05824798345565796,0.05824798345565796,0.05824798345565796,0.18181818181818177,,0.05824798345565796,,0.18181818181818177,0.0863003134727478,0.5,0.08054065704345703,0.09205996990203857,0.09652674198150635,0.5333333333333333,0.09121596813201904,0.10183751583099365,1,0.03167927265167236,0.03167927265167236,0.03167927265167236,0.1428571428571429,,0.03167927265167236,,0.1428571428571429,0.045081645250320435,0.33333333333333337,0.044453203678131104,0.045710086822509766,0.05086404085159302,0.375,0.050439298152923584,0.05128878355026245
79603,premise,2,contradiction | neutral,1,0.03557908535003662,0.03557908535003662,0.03557908535003662,0.41666666666666663,,0.03557908535003662,,0.41666666666666663,0.02041405439376831,0.2611111111111111,0.019274652004241943,0.021553456783294678,0.47331517934799194,0.4272727272727273,0.45087218284606934,0.49575817584991455,1,0.017516732215881348,0.017516732215881348,0.017516732215881348,0.2941176470588235,,0.017516732215881348,,0.2941176470588235,0.017219364643096924,0.17142857142857143,0.011224865913391113,0.023213863372802734,0.1832152009010315,0.22499999999999998,0.17859327793121338,0.1878371238708496
3711,hypothesis,2,entailment | neutral,1,0.09237921237945557,0.09237921237945557,0.09237921237945557,0.5,,0.09237921237945557,,0.5,0.05134272575378418,0.39285714285714285,0.050148844718933105,0.052536606788635254,0.13829472661018372,0.5833333333333334,0.13333851099014282,0.1432509422302246,1,0.017604053020477295,0.017604053020477295,0.017604053020477295,0.23529411764705888,,0.017604053020477295,,0.23529411764705888,0.009441852569580078,0.18014705882352944,0.008330345153808594,0.010553359985351562,0.028165817260742188,0.22712418300653597,0.027690649032592773,0.0286409854888916
51834,premise,2,entailment | neutral,1,0.229633629322052,0.229633629322052,0.229633629322052,0.6666666666666667,,0.229633629322052,,0.6666666666666667,0.11848026514053345,0.41538461538461535,0.04836404323577881,0.18859648704528809,0.2783154845237732,0.5223214285714286,0.19005370140075684,0.36657726764678955,1,0.1134379506111145,0.1134379506111145,0.1134379506111145,0.55,,0.1134379506111145,,0.55,0.056319355964660645,0.3352941176470588,0.016203880310058594,0.0964348316192627,0.10259255766868591,0.375,0.05793583393096924,0.1472492814064026
74872,premise,3,entailment | contradiction | neutral,3,0.07569257418314616,0.034821927547454834,0.11410123109817505,0.29292929292929293,,0.07569257418314616,,0.29292929292929293,0.0358811616897583,0.1909090909090909,0.005929112434387207,0.07191282510757446,0.15059582889080048,0.351010101010101,0.12690973281860352,0.17631840705871582,3,0.027073840300242107,0.016726016998291016,0.03819233179092407,0.23174603174603178,,0.027073840300242107,,0.23174603174603178,0.013288100250065327,0.14835164835164835,0.003859400749206543,0.02255493402481079,0.08149667829275131,0.2777777777777778,0.07226204872131348,0.09104859828948975
132_c,premise,2,entailment | neutral,1,0.032882630825042725,0.032882630825042725,0.032882630825042725,0.36363636363636365,,0.032882630825042725,,0.36363636363636365,0.017555326223373413,0.21250000000000002,0.016251862049102783,0.018858790397644043,0.3055793344974518,0.393939393939394,0.2988080382347107,0.31235063076019287,1,0.01873648166656494,0.01873648166656494,0.01873648166656494,0.1333333333333333,,0.01873648166656494,,0.1333333333333333,0.008403390645980835,0.0714285714285714,0.007363438606262207,0.009443342685699463,0.1704847812652588,0.1333333333333333,0.17033052444458008,0.1706390380859375
40_c,premise,2,entailment | neutral,1,0.06347876787185669,0.06347876787185669,0.06347876787185669,0.41666666666666663,,0.06347876787185669,,0.41666666666666663,0.05271589756011963,0.3666666666666667,0.048781514167785645,0.05665028095245361,0.06758290529251099,0.5227272727272727,0.05794179439544678,0.0772240161895752,1,0.023226380348205566,0.023226380348205566,0.023226380348205566,0.3846153846153846,,0.023226380348205566,,0.3846153846153846,0.018000662326812744,0.23636363636363633,0.014425575733184814,0.021575748920440674,0.026563644409179688,0.30303030303030304,0.020803987979888916,0.03232330083847046
58103,hypothesis,2,entailment | neutral,1,0.02493983507156372,0.02493983507156372,0.02493983507156372,0.15000000000000002,,0.02493983507156372,,0.15000000000000002,0.010927796363830566,0.07894736842105265,0.009574651718139648,0.012280941009521484,0.11046528816223145,0.175,0.10945391654968262,0.11147665977478027,1,0.005618631839752197,0.005618631839752197,0.005618631839752197,0.07692307692307687,,0.005618631839752197,,0.07692307692307687,0.0025608837604522705,0.040000000000000036,0.0017405152320861816,0.0033812522888183594,0.015412390232086182,0.07692307692307687,0.015407204627990723,0.01541757583618164
94_c,premise,2,entailment | neutral,1,0.011062383651733398,0.011062383651733398,0.011062383651733398,0.0,,0.011062383651733398,,0.0,0.004117012023925781,0.0,0.002931952476501465,0.005302071571350098,0.044759392738342285,0.15384615384615385,0.040972352027893066,0.048546433448791504,1,0.005832374095916748,0.005832374095916748,0.005832374095916748,0.0,,0.005832374095916748,,0.0,0.0028292834758758545,0.0,0.001767873764038086,0.003890693187713623,0.026811867952346802,0.1428571428571429,0.026560842990875244,0.02706289291381836
78_c,premise,2,neutral | entailment,1,0.03814464807510376,0.03814464807510376,0.03814464807510376,0.25,,0.03814464807510376,,0.25,0.06764078140258789,0.2857142857142857,0.06135714054107666,0.07392442226409912,0.3537004292011261,0.5,0.34474772214889526,0.36265313625335693,1,0.018959760665893555,0.018959760665893555,0.018959760665893555,0.2222222222222222,,0.018959760665893555,,0.2222222222222222,0.028156787157058716,0.125,0.027134716510772705,0.029178857803344727,0.21509277820587158,0.2222222222222222,0.21185874938964844,0.21832680702209473
3578,both,2,contradiction | neutral,1,0.11412376165390015,0.11412376165390015,0.11412376165390015,0.3571428571428571,,0.11412376165390015,,0.3571428571428571,0.05557188391685486,0.20192307692307693,0.036979615688323975,0.07416415214538574,0.20707979798316956,0.33516483516483514,0.2066459059715271,0.207513689994812,1,0.11412376165390015,0.11412376165390015,0.11412376165390015,0.3571428571428571,,0.11412376165390015,,0.3571428571428571,0.05557188391685486,0.20192307692307693,0.036979615688323975,0.07416415214538574,0.20707979798316956,0.33516483516483514,0.2066459059715271,0.207513689994812
9139,hypothesis,2,contradiction | neutral,1,0.05537712574005127,0.05537712574005127,0.05537712574005127,0.4545454545454546,,0.05537712574005127,,0.4545454545454546,0.0316605269908905,0.27142857142857146,0.014165103435516357,0.04915595054626465,0.18445435166358948,0.4602272727272727,0.17009103298187256,0.1988176703453064,1,0.02703225612640381,0.02703225612640381,0.02703225612640381,0.3846153846153846,,0.02703225612640381,,0.3846153846153846,0.01550409197807312,0.22222222222222227,0.013257145881652832,0.017751038074493408,0.07736960053443909,0.29230769230769227,0.07579827308654785,0.07894092798233032
140_c,premise,2,neutral | contradiction,1,0.2892153263092041,0.2892153263092041,0.2892153263092041,0.33333333333333337,,0.2892153263092041,,0.33333333333333337,0.1661367416381836,0.2916666666666667,0.08407294750213623,0.24820053577423096,0.17566433548927307,0.4722222222222222,0.08791542053222656,0.2634132504463196,1,0.13656014204025269,0.13656014204025269,0.13656014204025269,0.15384615384615385,,0.13656014204025269,,0.15384615384615385,0.08863592147827148,0.15384615384615385,0.05284065008163452,0.12443119287490845,0.09087476134300232,0.2857142857142857,0.053701043128967285,0.12804847955703735
77092,premise,2,neutral | contradiction,1,0.07951003313064575,0.07951003313064575,0.07951003313064575,0.3846153846153846,,0.07951003313064575,,0.3846153846153846,0.033844172954559326,0.2698412698412699,0.01623404026031494,0.05145430564880371,0.3154643177986145,0.4166666666666667,0.29750072956085205,0.33342790603637695,1,0.053859055042266846,0.053859055042266846,0.053859055042266846,0.3571428571428571,,0.053859055042266846,,0.3571428571428571,0.02009168267250061,0.25,0.007797360420227051,0.03238600492477417,0.21088868379592896,0.3096590909090909,0.2023768424987793,0.2194005250930786
3654,premise,2,neutral | entailment,1,0.00971531867980957,0.00971531867980957,0.00971531867980957,0.09999999999999998,,0.00971531867980957,,0.09999999999999998,0.023019105195999146,0.15555555555555556,0.019747614860534668,0.026290595531463623,0.12669819593429565,0.33181818181818185,0.12193989753723145,0.13145649433135986,1,0.004559993743896484,0.004559993743896484,0.004559993743896484,0.08333333333333337,,0.004559993743896484,,0.08333333333333337,0.013735085725784302,0.12878787878787878,0.012606024742126465,0.014864146709442139,0.04972955584526062,0.19871794871794868,0.04758131504058838,0.05187779664993286
59560,hypothesis,2,entailment | contradiction,1,0.06303787231445312,0.06303787231445312,0.06303787231445312,0.25,,0.06303787231445312,,0.25,0.03285759687423706,0.25,0.02393817901611328,0.04177701473236084,0.18832969665527344,0.33333333333333337,0.16856151819229126,0.20809787511825562,1,0.014013111591339111,0.014013111591339111,0.014013111591339111,0.18181818181818177,,0.014013111591339111,,0.18181818181818177,0.006761133670806885,0.09999999999999998,0.004003763198852539,0.00951850414276123,0.07011216878890991,0.18181818181818177,0.063412606716156,0.07681173086166382
102113,premise,2,entailment | neutral,1,0.0231320858001709,0.0231320858001709,0.0231320858001709,0.23529411764705888,,0.0231320858001709,,0.23529411764705888,0.014440774917602539,0.1294642857142857,0.011984825134277344,0.016896724700927734,0.014440774917602539,0.1294642857142857,0.011984825134277344,0.016896724700927734,1,0.014989733695983887,0.014989733695983887,0.014989733695983887,0.16666666666666663,,0.014989733695983887,,0.16666666666666663,0.010639011859893799,0.09007352941176472,0.006059229373931885,0.015218794345855713,0.010639011859893799,0.09007352941176472,0.006059229373931885,0.015218794345855713
15380,hypothesis,2,contradiction | entailment,1,0.02702915668487549,0.02702915668487549,0.02702915668487549,0.30000000000000004,,0.02702915668487549,,0.30000000000000004,0.024995028972625732,0.1736111111111111,0.01970219612121582,0.030287861824035645,0.13492372632026672,0.3666666666666667,0.13121366500854492,0.13863378763198853,1,0.01904517412185669,0.01904517412185669,0.01904517412185669,0.18181818181818177,,0.01904517412185669,,0.18181818181818177,0.017319828271865845,0.09999999999999998,0.01645725965499878,0.01818239688873291,0.039715975522994995,0.18181818181818177,0.0379406213760376,0.04149132966995239
76612,premise,2,entailment | neutral,1,0.0452311635017395,0.0452311635017395,0.0452311635017395,0.4375,,0.0452311635017395,,0.4375,0.02844730019569397,0.25,0.009598970413208008,0.04729562997817993,0.28164348006248474,0.38636363636363635,0.2572619318962097,0.30602502822875977,1,0.03764176368713379,0.03764176368713379,0.03764176368713379,0.368421052631579,,0.03764176368713379,,0.368421052631579,0.022995680570602417,0.20512820512820512,0.006237149238586426,0.03975421190261841,0.09392768144607544,0.25563909774436094,0.08400601148605347,0.10384935140609741
24621,both,2,neutral | contradiction,1,0.0629967451095581,0.0629967451095581,0.0629967451095581,0.19999999999999996,,0.0629967451095581,,0.19999999999999996,0.038238853216171265,0.1578947368421053,0.02931225299835205,0.04716545343399048,0.09402242302894592,0.23809523809523814,0.08860856294631958,0.09943628311157227,1,0.0629967451095581,0.0629967451095581,0.0629967451095581,0.19999999999999996,,0.0629967451095581,,0.19999999999999996,0.038238853216171265,0.1578947368421053,0.02931225299835205,0.04716545343399048,0.09402242302894592,0.23809523809523814,0.08860856294631958,0.09943628311157227
35782,hypothesis,2,neutral | entailment,1,0.057443976402282715,0.057443976402282715,0.057443976402282715,0.6428571428571428,,0.057443976402282715,,0.6428571428571428,0.047806382179260254,0.4166666666666667,0.044272780418395996,0.05133998394012451,0.13789770007133484,0.5576923076923077,0.13265031576156616,0.14314508438110352,1,0.022857367992401123,0.022857367992401123,0.022857367992401123,0.3913043478260869,,0.022857367992401123,,0.3913043478260869,0.016210168600082397,0.22619047619047616,0.01424640417098999,0.018173933029174805,0.10029783844947815,0.3133971291866029,0.09625130891799927,0.10434436798095703
